Ensembl Gene ID;Base mean expression;Log2FC;Adjusted p-value;Gene name
ENSMUSG00000024177;35.8724721812839;1.39065692003867;0.00650357685121614;Nme4
ENSMUSG00000024186;38.7509256454627;1.99232589714582;0.00292834633076102;Rgs11
ENSMUSG00000024245;27.213096792689;-1.09215655567529;0.0178344112032165;Tmem178
ENSMUSG00000024268;19.9994392571582;1.24590069918766;0.0296838716304214;Celf4
ENSMUSG00000024376;179.118705614709;-1.03535535551497;0.0172019038267202;Epb41l4a
ENSMUSG00000024397;47.2821265285638;2.78192437456831;0.000704952108373477;Aif1
ENSMUSG00000024424;93.4746571855717;1.25449574125094;0.000521195532233602;Ttc39c
ENSMUSG00000024511;71.6358533324935;2.27838259459491;1.55250212865026e-07;Rab27b
ENSMUSG00000024521;22.8601291600171;2.41633201084887;0.0395046818497295;Pmaip1
ENSMUSG00000024556;164.701471319468;1.22701775344003;2.59450690686382e-06;Me2
ENSMUSG00000024600;10.3958808751934;1.93452933483188;0.00660792758863038;Slc27a6
ENSMUSG00000024610;3678.27058085241;2.08913453145786;0.0170947877992815;Cd74
ENSMUSG00000024659;1053.94403181505;1.53060890036945;5.09627484412034e-09;Anxa1
ENSMUSG00000024669;17.7735356096625;5.27199355952386;0.0343498095746492;Cd5
ENSMUSG00000024675;9.88307622701631;2.58848886257222;0.0282451551957511;Ms4a4c
ENSMUSG00000024713;169.989153353193;1.55753287100625;0.000182982570360642;Pcsk5
ENSMUSG00000024747;54.6471872066191;-1.96582248640931;0.00337155182867729;Aldh1a7
ENSMUSG00000025013;8.0571481242541;-2.79149838181235;0.00189298195506926;Tll2
ENSMUSG00000025188;75.7639611150581;1.56127174765335;9.48076142916652e-07;Hps1
ENSMUSG00000025226;58.8507029093219;1.14885722599085;6.30420860225809e-05;Fbxl15
ENSMUSG00000025461;11.4057441017334;3.58662531126365;0.00705507389356652;Scart1
ENSMUSG00000025473;79.742246553497;1.47433003242422;0.0194686216933521;Adam8
ENSMUSG00000025592;98.8530717234784;-1.15337338955654;7.49613756800722e-05;Dach2
ENSMUSG00000025776;103.683144027703;1.52026602021874;0.000272048097692259;Crispld1
ENSMUSG00000025777;368.317503887149;-1.73563505267563;2.19932497028725e-06;Gdap1
ENSMUSG00000025789;24.6786687708077;1.8531740149153;0.000488712861611188;St8sia2
ENSMUSG00000025810;1153.36272956914;-1.19191862174235;3.46333211376953e-05;Nrp1
ENSMUSG00000025993;1025.9148147949;-1.39066597962438;2.28481446349134e-07;Slc40a1
ENSMUSG00000026077;46.9652846503716;2.15434302328528;0.0254361432951741;Npas2
ENSMUSG00000026147;73.6114319777709;-1.49139545474954;0.0366337889597185;Col9a1
ENSMUSG00000026163;9.67915278896379;1.9506300613932;0.0410551218937289;Sphkap
ENSMUSG00000026238;208.415044404502;1.15624887440487;0.0191010340623882;Ptma
ENSMUSG00000026259;61.3683215200506;3.63070178075841;3.04616507391466e-06;Ngef
ENSMUSG00000026360;281.840975130524;1.32337720408996;4.3000146272678e-05;Rgs2
ENSMUSG00000026430;49.5902566931365;1.73615121890952;0.0155953059485361;Rassf5
ENSMUSG00000026435;83.9770214454183;-1.60565164347263;6.70070332054171e-08;Slc45a3
ENSMUSG00000026458;79.2836643509838;1.02488686097815;0.0210664934455282;Ppfia4
ENSMUSG00000026548;38.0707073156582;1.569230983228;0.0182289670126872;Slamf9
ENSMUSG00000026656;268.657976251151;1.41441994460491;0.00882863976147179;Fcgr2b
ENSMUSG00000026678;17630.9282100156;-1.14836870051582;4.40204550461067e-06;Rgs5
ENSMUSG00000026679;16.5467258832732;1.94769664717379;0.00437883146475865;Enkur
ENSMUSG00000026796;816.665958287042;1.4697771911342;5.74878942318162e-08;Niban2
ENSMUSG00000026828;45.5079806612421;1.86640008738449;0.000700302993623107;Galnt5
ENSMUSG00000026832;127.871475456526;2.81611520776281;0.0113441667799872;Cytip
ENSMUSG00000026833;322.143008186635;1.24795558819323;1.27277826775538e-08;Olfm1
ENSMUSG00000026840;26.0334243892634;-2.53866824682342;0.0118114215656515;Lamc3
ENSMUSG00000026875;72.0683770929246;2.00388348617401;0.0107084485846074;Traf1
ENSMUSG00000026979;33.932308299561;1.64397978797359;0.0472517744038003;Psd4
ENSMUSG00000027035;121.340938301493;2.37824802122094;3.54058543084405e-10;Cers6
ENSMUSG00000027087;1322.77108546733;1.30119336873972;1.07987934069968e-09;Itgav
ENSMUSG00000027215;467.328686835818;1.64246823059424;2.49953203113303e-28;Cd82
ENSMUSG00000027313;844.730278176246;-1.39264344891197;0.000143842867776642;Chac1
ENSMUSG00000027333;5942.5177844958;-2.17505259533397;0.00136140754245862;Smox
ENSMUSG00000027339;262.847373769672;1.09665099428413;0.0150840661696613;Rassf2
ENSMUSG00000027346;8278.79206803119;-1.01331776178251;0.000616731493726195;Gpcpd1
ENSMUSG00000027347;25.6270083434008;2.33762203511035;0.0338740392945327;Rasgrp1
ENSMUSG00000027376;3.90505008859796;3.01940494563934;0.0319393705433556;Prom2
ENSMUSG00000027386;236.877948572487;1.47085913916244;1.28689047768752e-09;Fbln7
ENSMUSG00000027457;76.7403982489596;-1.55449047112035;3.32850196138344e-09;Snph
ENSMUSG00000027460;20.251214218505;1.86338715994724;0.0300701269929745;Angpt4
ENSMUSG00000027485;6.06431247780564;4.73645081591664;0.00260914117974855;Bpifb1
ENSMUSG00000027520;122.478910655196;1.30563855697963;0.00163296367334915;Zdbf2
ENSMUSG00000027533;159.393800583611;-1.02657746919798;0.0183727983207209;Fabp5
ENSMUSG00000027544;576.850077690692;1.01972986012812;1.12676035346994e-07;Nfatc2
ENSMUSG00000027777;170.843042344641;-1.17294609732848;7.12655444426075e-05;Schip1
ENSMUSG00000027797;211.564736755222;1.96752006796082;1.0802828199338e-08;Dclk1
ENSMUSG00000027834;90.2321287317035;-1.34165067080481;4.22405785827148e-06;Serpini1
ENSMUSG00000027883;119.282423647522;1.20396731920114;0.000103283894055731;Gpsm2
ENSMUSG00000027901;21.0880012698116;1.94379795681496;0.0253592419656248;Dennd2d
ENSMUSG00000028063;3234.99210863004;1.36429606076898;6.48642446958223e-08;Lmna
ENSMUSG00000028082;595.802378450307;1.21980768703664;6.62150691790648e-09;Sh3d19
ENSMUSG00000028369;495.620396272826;1.07073831461195;0.00554049783690711;Svep1
ENSMUSG00000028373;39.3638601058617;1.19429834905771;0.0304984155375953;Astn2
ENSMUSG00000028412;1602.00702538047;1.09894168998501;1.19146767083807e-07;Slc44a1
ENSMUSG00000028463;73.6228494502264;1.23706225752833;0.0251933743048809;Car9
ENSMUSG00000028480;129.820604573142;1.04215379383609;0.0142251220847005;Glipr2
ENSMUSG00000028488;9.33651663831296;2.08423070523833;0.0344366835837532;Sh3gl2
ENSMUSG00000028581;410.006951312378;1.4436602243555;0.046329646712052;Laptm5
ENSMUSG00000028843;784.515976820227;1.02219616030362;0.000327204223729523;Sh3bgrl3
ENSMUSG00000028883;96.7247085997804;1.408800624235;7.84274617953212e-09;Sema3a
ENSMUSG00000028906;4477.38376821263;-1.13914698049173;4.29371660123323e-08;Epb41
ENSMUSG00000028965;9.16320523663203;3.46820862181214;0.0226169140598486;Tnfrsf9
ENSMUSG00000029108;217.393667519897;1.6312214817186;5.97038703121616e-09;Pcdh7
ENSMUSG00000029161;75.8809807673933;2.53193898213902;1.00215574766421e-18;Cgref1
ENSMUSG00000029167;1989.98048723068;-1.61336352294776;0.0105280423052149;Ppargc1a
ENSMUSG00000029217;203.629814025875;1.06634660313014;0.00114594742374373;Tec
ENSMUSG00000029334;62.8525655207053;-1.17221343803697;0.00154652437293906;Prkg2
ENSMUSG00000029394;105.996386623253;1.2076689700899;3.04677801332471e-06;Cdk2ap1
ENSMUSG00000029449;11.0870868781129;2.4997999949614;0.0101697566439991;Rhof
ENSMUSG00000029648;3426.57293849274;-1.50249700271253;7.34886159062206e-08;Flt1
ENSMUSG00000029762;100.487901521961;1.51745977131109;3.0801457261734e-06;Akr1b8
ENSMUSG00000029769;476.474073236045;1.03531600971837;8.15113054000805e-05;Ccdc136
ENSMUSG00000029810;663.312113105098;1.33051203883308;4.88493199449565e-07;Tmem176b
ENSMUSG00000029828;23.1148467331163;-1.17619364541827;0.0342327994285241;4921507P07Rik
ENSMUSG00000029859;12.1141390622139;-1.52861410997172;0.0251933743048809;Epha1
ENSMUSG00000029925;66.9743019306461;1.46478336017457;0.0214396162754412;Tbxas1
ENSMUSG00000030000;8.05717255057505;3.02756302514575;0.00157753573297814;Add2
ENSMUSG00000030144;10.648367520277;1.88765475490936;0.0254872701374779;Clec4d
ENSMUSG00000030148;35.7269931030264;1.47390676580856;0.00571439633715346;Clec4a2
ENSMUSG00000030156;9.76146640834814;3.08966564841187;0.0296175828920576;Cd69
ENSMUSG00000030218;3054.70308676293;1.83638099543333;1.9037016540155e-05;Mgp
ENSMUSG00000030222;73.5221510194448;-1.08812144841588;0.00175221950827281;Rerg
ENSMUSG00000030223;50.1094859755848;1.34935102674617;0.0274283864127586;Ptpro
ENSMUSG00000030257;144.139827852534;2.41688855768176;5.48772973992047e-10;Srgap3
ENSMUSG00000030324;15.7043044113443;1.68117216180335;0.00373829615620066;Rho
ENSMUSG00000030325;4.93311266190016;4.64436309704514;0.0166114032481226;Klrb1c
ENSMUSG00000030329;21.5293463194738;1.2826495867148;0.0163261897654235;Pianp
ENSMUSG00000030516;1255.6419582855;-1.05979123097457;0.0010994003664761;Tjp1
ENSMUSG00000030579;141.090746115844;1.46152574706888;0.00238097548346557;Tyrobp
ENSMUSG00000030602;115.320663700782;1.10334152657092;0.000537305991006821;Pak4
ENSMUSG00000030674;24.194253026739;1.43247223250102;0.0218840022734394;Qprt
ENSMUSG00000030729;764.053757708859;-1.07022504808232;3.07265167817395e-08;Pgm2l1
ENSMUSG00000030786;60.7922715830951;1.3172092710104;0.0238274060950309;Itgam
ENSMUSG00000030789;75.1510171796528;2.72620356058412;0.0426120670797988;Itgax
ENSMUSG00000030793;44.5033366895753;1.16371330387287;0.0171992621539351;Pycard
ENSMUSG00000030798;76.6103171480662;1.50079356864595;0.0327377295873384;Cd37
ENSMUSG00000030844;111.072672202056;1.5064855554022;0.000320468589685181;Rgs10
ENSMUSG00000030889;86.0165340253287;-1.11546020257505;0.036005552428312;Vwa3a
ENSMUSG00000031007;862.837221872903;1.17246728484891;1.36072046093225e-08;Atp6ap2
ENSMUSG00000031101;44.2607941245664;1.96550531752567;0.00760624163265493;Sash3
ENSMUSG00000031111;126.227865502245;2.31753612456547;0.0391127531629685;Igsf1
ENSMUSG00000031129;141.667903337818;1.32241937752663;8.97292922484004e-05;Slc9a9
ENSMUSG00000031351;101.37075498169;1.05305884554834;0.00148830685096069;Zfp185
ENSMUSG00000031398;55.2932595936321;1.0377207833296;0.00903880880546833;Plxna3
ENSMUSG00000031402;678.873272040466;1.10367357336463;3.18629551526925e-13;Mpp1
ENSMUSG00000031465;139.93041198869;-1.10803326328553;0.00722320288180797;Angpt2
ENSMUSG00000031488;21.0595103315034;2.00749313473663;0.0209014890359226;Rab11fip1
ENSMUSG00000031613;159.886595971141;1.99997222870918;6.51616619721631e-09;Hpgd
ENSMUSG00000031628;153.995099971905;1.28895844457888;0.000215122655474459;Casp3
ENSMUSG00000031662;19.2330152651599;2.01144673516436;0.0106613763435712;Snx20
ENSMUSG00000031700;8190.5267890164;-1.35838700813688;3.04763350680496e-05;Gpt2
ENSMUSG00000031765;2005.45905900425;2.64643603278757;6.29633305651646e-06;Mt1
ENSMUSG00000031827;229.402595326778;1.56076848300415;0.000474550189324403;Cotl1
ENSMUSG00000031871;4305.37506357064;-1.09252221141959;0.00887512725092225;Cdh5
ENSMUSG00000031877;51.8395350371311;1.17960893704688;0.012273893527556;Ces2g
ENSMUSG00000031934;460.815338438889;1.32195162908959;0.000108237508671867;Panx1
ENSMUSG00000031983;671.343829947089;1.1417868458639;2.52112842880529e-06;2310022B05Rik
ENSMUSG00000032089;111.830896658486;1.93171950498802;0.00436043671354513;Il10ra
ENSMUSG00000032184;206.129864042722;1.06963113149746;5.1868073594187e-06;Lysmd2
ENSMUSG00000032204;7.08294592473455;1.75718713109896;0.0453795249401731;Aqp9
ENSMUSG00000032231;3382.49047739398;1.71958660851491;3.32644714184502e-07;Anxa2
ENSMUSG00000032436;172.060093120009;1.22352712648894;6.65291932881987e-07;Cmtm7
ENSMUSG00000032507;43.5268438441201;1.39945632501542;0.00232813966163263;Fbxl2
ENSMUSG00000032528;156.57958544095;-1.51659107062447;4.69460072287904e-10;Vipr1
ENSMUSG00000032593;118.869730512295;-1.15241176052036;0.000411377071637264;Amigo3
ENSMUSG00000032744;427.626725196814;-1.07436093001936;0.0342286631636259;Heyl
ENSMUSG00000032852;6.21318145701651;3.17981443646243;0.0394417615049614;Rspo4
ENSMUSG00000033196;40498.4985993242;-1.82377200730758;1.00993213524349e-06;Myh2
ENSMUSG00000033276;23.9265990002344;2.096512639518;9.42681148060015e-05;Stk36
ENSMUSG00000033377;1491.27833055888;-1.0634903565572;1.68691314690949e-07;Palmd
ENSMUSG00000033467;79.176449481618;1.44291222279559;2.26316099105855e-07;Crlf2
ENSMUSG00000033624;1546.39485205834;-1.24247377512585;0.000585780460235265;Pdpr
ENSMUSG00000033730;64.761553694877;1.06382669009254;0.00120367145500005;Egr3
ENSMUSG00000033910;509.151134001197;-1.20347644345367;5.85861707172258e-05;Gucy1a1
ENSMUSG00000034006;586.729736785841;1.07371432615802;2.76459121220549e-05;Slc66a2
ENSMUSG00000034055;20679.2712618132;-1.06370276329729;3.30541593388911e-08;Phka1
ENSMUSG00000034161;110.482660350179;1.8735647093405;0.000382420906098677;Scx
ENSMUSG00000034164;283.935744957085;-1.0102783413711;2.93832900075777e-05;Emid1
ENSMUSG00000034570;221.346762893855;-1.13452131244286;0.00692979637100197;Inpp5j
ENSMUSG00000034584;21.3235975097094;-3.20906256127705;4.62832293785545e-07;Exph5
ENSMUSG00000034593;501.520565938542;1.0470122284339;0.0025255927923244;Myo5a
ENSMUSG00000034648;552.981848895131;1.22438263134582;0.000665493900788455;Lrrn1
ENSMUSG00000034664;57.3072864345842;1.23707060137073;0.000133114645715529;Itga2b
ENSMUSG00000034675;297.779669490833;1.26548762852388;5.82461990844654e-05;Dbn1
ENSMUSG00000034687;67.9377717713584;1.7466549025821;0.000106905171113027;Fras1
ENSMUSG00000034762;8.93137499435848;1.66395216241015;0.0235127089109306;Glis1
ENSMUSG00000034786;68.7343273826974;1.06794109927188;0.00465566748941742;Gpsm3
ENSMUSG00000034872;69.8331771882505;-1.01369568627279;0.0192460797199334;Gipc3
ENSMUSG00000034957;137.722224816755;1.07342522562194;0.000661391540700734;Cebpa
ENSMUSG00000035189;36.6824815967642;-1.87114583786719;0.00730284012271427;Ano4
ENSMUSG00000035232;103.591700682073;1.48336403393107;0.000216266612414963;Pdk3
ENSMUSG00000035275;419.281490018541;-1.34453078136517;2.47978404236116e-14;Raver2
ENSMUSG00000035459;266.123440854264;-1.87685880850844;9.76856508915169e-06;Stab2
ENSMUSG00000035621;1700.10030584369;1.0841146401563;1.84999137034804e-05;Midn
ENSMUSG00000035697;224.311512966145;1.26809784741811;0.0327224439740506;Arhgap45
ENSMUSG00000036306;117.082117378251;-1.07216876313905;0.000367960198369915;Lzts1
ENSMUSG00000036564;147.099098223679;1.00153224723896;0.00415331433435149;Ndrg4
ENSMUSG00000036594;2047.47493106327;2.557701428164;0.00844727482192553;H2-Aa
ENSMUSG00000036882;68.8363924972511;1.55264660812489;0.000406148059867463;Arhgap33
ENSMUSG00000036887;612.923429493772;1.40846101324423;0.000779665592028871;C1qa
ENSMUSG00000036896;508.233352054758;1.3229137775349;0.00163131882957862;C1qc
ENSMUSG00000036905;642.755234394719;1.21792991165991;0.00579163159483818;C1qb
ENSMUSG00000036913;5.06249734569791;-3.89683450642065;0.0428264695203903;Trim67
ENSMUSG00000036957;151.71582214377;1.14862860541811;6.81982018816989e-07;Lrfn3
ENSMUSG00000037358;119.273664802284;-1.50993174595969;2.32817342857404e-06;Dipk2b
ENSMUSG00000037379;132.832785127697;2.86320586344421;0.00382250315774744;Spon2
ENSMUSG00000037406;66.8826868792209;1.36082686585482;0.000471870580761197;Htra4
ENSMUSG00000037624;57.5923088703535;1.15001158214073;0.0161034248878783;Kcnk2
